blue_win,blueGold,blueMinionsKilled,blueJungleMinionsKilled,blueAvgLevel,redGold,redMinionsKilled,redJungleMinionsKilled,redAvgLevel,blueChampKills,blueHeraldKills,blueTowersDestroyed,redChampKills,redHeraldKills,redTowersDestroyed
0,22773,293,78,9.0,33394,368,108,10.2,6,1,3,21,2,0
1,26444,344,89,9.0,27397,305,76,9.2,9,1,1,16,2,1
0,27311,352,88,9.8,28170,412,100,9.6,14,0,1,11,3,0
1,31341,348,98,9.4,27424,299,72,9.2,18,2,1,14,1,3
0,26285,292,77,9.2,30200,354,74,9.2,16,2,2,18,0,0
0,23190,247,68,8.2,36669,357,93,9.6,9,0,6,24,3,0
1,24882,318,69,9.0,27860,341,95,9.4,10,0,1,13,3,0
0,25618,331,64,9.2,25619,396,68,9.4,12,0,0,9,1,0
1,22894,350,95,9.0,24908,352,96,9.2,3,1,1,6,2,1
1,28346,315,68,8.8,27124,289,80,8.8,16,2,1,14,1,1
1,22254,349,82,9.0,23791,344,72,8.8,3,1,1,6,1,0
1,30055,350,79,9.2,22527,238,53,8.2,19,3,0,9,0,2
1,28392,342,73,9.6,27711,366,92,9.4,15,0,1,11,2,0
1,28236,301,93,9.2,27024,312,53,9.2,13,0,2,13,2,1
1,28976,337,60,9.4,27110,316,106,9.2,16,2,1,8,1,2
1,26771,340,75,8.8,30346,312,120,9.8,10,1,1,21,2,2
0,22781,288,69,8.4,29902,365,84,9.4,8,0,2,17,3,0
0,25957,352,100,9.6,27363,342,84,9.4,7,1,1,14,2,1
0,25775,334,92,9.2,28036,297,85,9.2,9,1,1,15,1,0
1,27593,353,75,9.6,24037,362,83,9.2,10,2,0,6,1,1
1,25524,359,95,9.4,24444,395,89,9.2,8,2,0,6,1,1
0,25911,349,91,9.4,27482,350,91,9.2,11,1,1,9,1,0
0,24010,351,73,9.2,26493,392,87,9.4,6,0,1,9,3,0
1,26184,366,67,9.4,24591,338,75,9.0,14,2,1,8,1,1
0,24443,362,60,9.2,25771,393,88,9.4,8,0,0,9,3,0
0,22304,322,92,9.0,29546,360,91,9.4,3,0,3,13,3,0
0,23287,291,61,8.8,28246,399,96,9.6,9,1,2,9,2,1
0,22671,304,82,7.8,29354,341,79,9.6,5,1,6,14,2,1
0,23362,343,78,9.2,26234,373,76,9.2,5,0,1,10,3,0
0,24106,348,105,9.2,26853,387,92,9.6,6,0,1,10,1,0
0,23324,354,92,9.0,30948,364,106,9.8,5,1,3,16,2,0
0,23657,347,71,9.0,26479,393,107,9.6,7,0,1,8,2,0
0,26371,327,80,8.8,27272,310,71,8.8,14,1,2,13,2,1
1,27337,400,76,9.4,25351,381,89,9.4,10,0,0,8,2,0
0,27453,334,84,9.4,26551,324,97,9.2,12,2,0,13,1,1
0,26495,323,78,9.2,29239,372,101,9.8,12,1,1,15,2,0
1,29718,341,94,9.6,23213,330,83,9.2,13,2,0,7,1,2
1,31673,325,120,9.8,20133,239,76,8.0,15,3,0,3,0,5
0,23659,338,91,9.0,28723,404,98,9.6,6,1,2,10,2,0
1,28207,338,102,9.4,24205,319,81,9.0,15,1,0,10,2,0
1,25683,378,95,9.4,24983,355,81,9.2,7,1,0,8,2,1
1,26855,332,116,9.6,23378,354,75,8.8,13,1,0,5,2,1
1,26570,318,72,9.2,26318,364,81,9.0,15,1,0,9,2,0
0,25226,339,75,9.0,27824,395,104,9.6,6,2,1,11,0,1
1,30675,345,92,9.2,24615,278,75,8.8,15,2,0,11,1,3
0,25335,341,111,9.2,27382,347,79,9.0,6,1,2,10,1,1
0,23595,342,95,9.0,28226,405,95,9.4,6,1,2,8,2,0
1,31587,307,98,9.4,19342,264,52,7.8,23,2,0,5,1,4
0,26869,342,74,8.8,27136,288,85,9.6,13,3,0,16,0,1
0,22004,329,78,9.0,27799,353,103,9.6,5,0,1,11,3,0
0,22336,335,56,8.4,31212,354,95,9.8,5,0,4,16,3,0
0,25141,349,92,9.4,29785,360,79,9.8,9,1,3,15,2,0
1,24422,329,100,9.2,26831,345,92,9.8,5,1,1,10,2,1
0,26428,349,70,9.4,22946,316,87,9.0,11,1,0,6,2,1
0,22891,347,65,8.8,28399,367,96,9.8,5,1,1,15,2,1
0,26911,341,80,9.2,29034,297,97,9.2,11,2,2,16,1,1
0,26376,296,45,8.6,34213,336,93,9.6,16,0,3,21,2,0
0,23889,330,82,9.2,26338,355,89,9.2,8,1,1,9,2,0
0,21621,350,91,8.6,27234,382,76,9.4,3,0,1,11,3,0
1,30817,385,95,9.6,22720,348,79,9.0,14,2,0,5,1,3
0,26083,367,96,9.2,24144,347,92,9.2,7,1,0,7,1,1
1,31272,391,132,10.0,21169,356,69,8.6,16,3,0,2,0,2
1,25560,365,74,9.0,22777,358,84,9.0,10,1,0,4,1,1
0,24854,306,64,8.4,32644,394,83,9.8,11,1,3,22,2,0
1,27269,352,80,9.4,24662,342,84,9.2,14,0,0,7,1,1
1,26443,350,96,9.2,22979,292,71,8.8,13,3,0,8,0,0
0,29772,384,83,9.4,27218,313,93,9.2,15,1,0,12,2,1
1,26689,310,96,9.8,25025,314,86,9.4,14,2,0,11,0,1
1,27802,359,84,9.6,22275,297,68,8.6,17,2,0,8,0,0
1,25952,346,103,9.4,25995,343,89,9.0,10,1,1,10,2,1
1,28985,291,94,9.4,29306,333,92,9.4,18,1,1,16,2,1
1,31526,346,78,9.6,25968,294,70,9.2,22,1,0,12,1,1
1,29252,348,107,9.6,23657,341,91,9.0,16,2,1,4,0,2
1,29015,318,98,9.4,27391,325,76,9.4,15,2,0,15,1,2
0,27304,285,52,8.8,32100,347,99,9.6,13,1,1,22,1,1
1,27465,330,96,9.2,22649,319,72,8.6,15,2,0,5,0,1
0,24448,335,80,9.0,28836,339,72,9.6,6,1,1,15,2,1
1,28913,335,80,9.2,27773,320,80,9.0,16,2,1,14,1,2
0,26445,320,72,8.8,24545,344,84,8.8,9,1,0,9,2,1
1,26100,372,89,9.0,23215,324,90,8.6,8,2,0,7,1,1
1,26978,369,91,9.4,24701,395,80,9.4,9,2,0,7,1,1
1,23562,358,80,9.2,28080,379,84,9.8,5,1,1,14,2,0
1,25871,350,108,9.0,24016,298,70,8.8,7,1,0,12,1,2
1,27749,362,94,9.2,26816,326,91,9.0,12,1,1,11,1,1
1,24036,322,79,8.8,27311,363,64,9.4,8,2,1,12,1,0
0,27354,336,78,9.2,25853,285,84,9.0,13,1,1,11,2,1
0,26030,339,72,9.0,27380,383,81,9.2,10,2,1,11,1,1
1,28217,315,86,8.6,18624,254,72,7.4,11,2,0,2,0,5
1,29141,306,74,9.4,23523,281,89,8.2,24,1,0,7,2,0
0,22125,298,80,8.6,25138,373,77,9.2,4,1,0,8,1,0
1,26399,307,79,9.6,28953,374,98,9.8,14,1,1,15,1,0
0,29304,316,101,9.0,30494,276,71,9.6,13,2,1,21,1,3
1,26916,347,80,9.6,26357,330,93,9.2,15,0,1,11,2,0
0,24133,335,67,9.0,30861,370,112,9.6,8,0,3,16,3,0
1,28272,347,64,9.4,23639,289,76,8.8,16,1,0,9,1,1
0,24942,371,76,9.2,23949,337,83,9.6,9,2,0,6,0,0
0,26154,359,99,9.6,27044,346,86,9.8,11,2,1,12,1,0
1,33404,374,106,10.0,21522,275,103,8.2,23,2,0,5,1,4
0,24039,344,67,8.4,24552,286,102,9.0,7,1,0,10,2,0
0,19733,242,97,8.2,33977,358,90,9.6,3,0,6,19,3,0
1,29986,368,107,10.0,21393,353,56,8.4,16,2,0,3,1,3
1,23400,325,102,9.2,23078,359,69,8.6,8,2,0,4,0,0
0,22781,304,73,8.4,29914,334,93,9.6,9,1,2,19,2,0
1,30689,383,131,10.0,23791,316,65,8.6,16,0,1,8,0,2
1,24623,333,75,8.8,27111,407,99,9.4,12,2,0,10,1,0
0,26637,354,94,9.2,25444,368,93,9.2,9,1,0,9,1,0
0,26836,351,83,9.6,25387,321,83,9.4,8,2,0,11,1,2
1,29622,322,91,9.4,32706,346,108,10.0,18,1,2,23,2,0
0,24321,354,84,9.2,27534,387,72,9.4,7,2,1,10,1,0
1,29864,384,76,9.8,20806,257,91,8.4,16,1,0,5,1,2
1,27136,356,100,9.2,26756,342,84,9.6,9,1,0,13,2,2
0,28916,311,85,9.4,25853,257,92,8.4,15,1,1,12,2,2
1,30917,363,91,9.4,22931,352,91,9.0,16,2,0,7,1,3
1,26230,376,96,9.2,26487,404,83,9.6,8,3,0,9,0,1
1,27132,360,67,9.2,25075,293,105,9.6,12,2,1,10,0,1
0,25583,338,97,9.4,21823,333,76,8.8,8,2,0,4,1,0
1,25901,288,100,9.4,25382,312,83,9.2,11,2,1,10,1,1
1,24824,393,80,9.4,26638,354,100,9.4,6,2,1,9,1,0
1,26214,351,56,9.4,25387,314,103,9.4,13,0,0,9,2,1
1,28795,385,130,10.0,22461,353,78,9.0,10,3,0,4,0,2
1,26635,362,106,9.2,26185,319,84,9.2,10,1,0,14,1,0
1,24832,387,86,9.0,24454,358,102,9.2,7,1,0,7,2,0
1,25461,343,92,9.0,25463,348,75,9.2,7,2,1,12,1,1
1,28080,356,84,9.8,22307,333,56,8.4,16,2,0,6,1,1
1,26736,301,83,9.2,32101,349,88,9.6,12,1,3,18,2,0
0,23342,378,90,9.2,31243,427,111,10.4,5,1,1,15,2,0
1,29372,347,66,9.8,26236,342,84,9.0,18,1,0,9,1,1
0,28118,269,84,8.8,28269,329,94,9.2,18,0,1,14,2,0
1,30359,299,115,9.6,23985,288,67,8.8,17,2,0,10,0,2
1,29326,310,111,9.8,26404,346,81,9.4,15,3,1,13,0,1
1,25219,365,90,9.4,22969,345,86,8.6,9,1,0,4,2,1
1,26727,327,77,9.0,25312,304,82,8.6,11,2,1,10,0,0
0,23358,330,96,9.0,27849,362,107,9.6,6,1,3,10,2,0
0,24755,320,85,9.0,26020,321,92,9.2,10,2,0,14,0,0
0,26349,321,115,9.4,28039,390,90,9.2,9,1,2,10,2,1
0,25168,345,83,8.6,28598,372,93,9.2,8,0,2,10,3,1
0,22107,350,83,8.8,28141,365,104,9.4,4,0,2,9,3,0
1,29749,393,79,10.0,22028,343,85,9.0,14,1,0,3,1,1
0,23948,321,71,8.8,28077,343,104,9.6,10,0,1,13,2,0
0,27473,310,81,9.2,25658,372,81,9.0,13,2,0,11,0,2
1,26804,393,96,9.2,24123,360,71,9.4,7,2,0,9,1,1
0,23919,323,60,8.6,27951,377,87,9.2,7,1,1,15,2,1
0,26955,283,72,8.8,29879,302,107,9.6,15,2,1,17,1,1
0,23845,366,93,9.4,24066,339,78,9.0,5,0,1,7,2,1
0,23028,309,72,8.8,28329,369,95,9.6,7,0,1,14,1,0
0,25814,324,62,9.2,25596,282,76,8.8,13,1,0,13,1,0
0,21592,274,65,8.6,28279,335,107,9.4,6,0,3,11,3,0
0,26059,266,76,9.0,27347,303,87,9.0,14,1,0,14,1,0
0,28173,350,62,8.8,30980,322,80,9.6,15,0,1,20,2,1
1,25893,350,86,9.4,26417,372,88,9.4,10,2,1,6,1,0
1,27385,338,87,9.4,25896,352,68,8.8,13,2,1,8,1,2
0,28168,356,81,9.8,27689,327,104,9.6,14,1,0,15,2,1
0,24909,330,99,9.4,26336,331,89,9.2,9,0,1,10,3,0
0,25948,346,78,9.0,27957,289,88,9.0,10,0,1,15,4,0
0,27015,376,79,9.4,24620,345,76,8.8,12,0,0,8,2,0
1,29766,348,109,9.4,23614,314,69,9.0,10,1,0,8,1,2
1,27078,312,78,9.0,25555,330,82,9.0,14,1,1,8,2,1
0,27077,307,73,8.8,28554,307,91,9.4,15,2,1,17,1,0
0,25360,270,70,9.0,29106,357,83,9.4,13,1,2,15,2,0
0,27081,341,95,9.4,26712,328,92,9.0,10,1,1,11,1,1
0,25896,365,84,9.0,27142,366,99,9.8,9,1,1,11,2,1
1,23293,329,71,8.8,31326,351,87,9.8,7,1,1,21,2,0
1,26831,318,94,9.6,25322,313,82,9.0,13,2,1,10,0,1
1,29505,358,104,9.4,26405,333,60,9.0,15,3,0,13,0,0
1,27098,305,67,9.0,25277,299,60,9.0,17,1,0,14,2,0
0,22790,371,104,9.0,24403,373,75,9.0,3,1,0,6,2,0
1,30485,335,79,9.4,25602,322,56,9.0,17,3,0,10,0,2
1,27675,347,101,9.6,26305,395,89,9.6,10,1,0,10,2,1
0,24813,317,74,9.2,27566,345,99,9.2,9,1,1,12,2,0
1,26806,368,81,9.2,22337,349,88,8.6,11,2,0,5,0,1
1,28129,274,69,8.6,26845,347,74,8.6,19,3,1,11,0,1
0,27150,352,89,9.2,27069,365,76,9.4,13,0,1,10,3,0
1,21970,364,76,9.0,25320,375,95,9.2,4,2,0,8,1,0
1,29536,327,84,9.8,24777,347,76,9.0,17,3,0,9,0,2
0,23057,353,64,8.6,31770,367,106,10.0,6,0,2,19,3,0
1,32577,314,100,9.4,25071,233,74,8.4,19,2,1,13,1,4
1,32987,415,107,9.8,20648,301,48,8.2,13,2,0,3,0,3
0,23110,362,64,9.4,25504,326,55,9.4,8,0,0,11,2,0
0,24067,320,108,9.0,25897,335,100,9.2,8,2,0,9,1,0
1,29633,333,92,9.8,24491,252,116,8.8,20,1,0,10,1,0
0,26984,295,81,9.0,23613,321,78,8.8,15,2,0,9,1,1
1,28437,351,88,9.6,24187,349,88,8.6,14,2,1,5,1,1
1,24760,371,92,9.4,28348,379,95,9.8,6,1,0,12,1,0
1,29926,334,88,9.6,24772,340,79,9.0,18,2,0,5,1,1
0,24093,285,58,8.6,29796,386,77,9.6,11,1,1,17,1,0
1,25992,387,62,9.0,24890,367,84,9.0,11,1,1,6,1,0
1,26122,338,68,9.2,24730,360,71,9.2,10,2,1,7,1,1
1,26846,373,92,9.6,24539,356,89,9.2,9,1,0,8,2,1
1,32938,362,99,9.4,23854,300,61,8.6,20,3,0,10,0,3
1,30774,387,95,10.0,21232,299,88,9.0,17,3,0,3,0,3
0,22492,323,80,9.0,26342,393,96,9.8,5,1,0,11,2,0
0,24473,361,69,9.0,31215,342,99,9.4,8,1,2,18,1,0
1,27176,289,96,9.2,25896,310,78,8.6,13,2,0,12,1,1
0,24795,390,67,9.0,27211,391,92,9.6,7,1,0,13,2,0
0,23985,337,89,9.4,25669,391,89,9.2,8,2,1,8,1,0
1,28546,422,96,9.8,23165,356,68,9.0,11,1,0,6,1,1
1,28195,366,115,9.8,24768,392,68,9.0,11,1,1,7,2,1
0,26157,351,85,9.6,27283,356,92,9.6,11,2,1,13,1,1
1,27546,369,102,9.6,24039,331,101,9.0,10,2,0,6,0,1
0,25337,355,94,9.2,27024,388,87,9.2,9,3,2,8,0,0
1,29912,352,96,9.6,25407,345,83,9.2,15,1,1,8,1,2
1,36194,378,115,10.2,23634,307,72,8.6,26,2,0,7,0,3
0,21468,310,81,8.8,25900,386,79,9.4,4,2,0,10,1,0
1,25824,331,76,9.2,25632,292,60,9.0,12,2,1,11,1,0
0,21640,330,76,8.8,27561,378,103,9.6,4,1,2,9,2,0
1,26894,334,64,9.2,25186,291,65,9.0,13,0,1,13,2,0
1,30744,336,68,9.4,26005,338,92,9.4,20,1,1,7,1,1
0,23529,303,89,9.0,25040,366,88,9.6,7,0,0,8,2,1
1,24152,334,60,9.0,24445,316,84,9.2,7,0,0,8,1,0
0,24716,323,74,8.6,27314,348,107,10.0,6,1,1,12,2,1
0,23100,257,52,8.4,28892,326,95,9.6,12,1,1,14,1,0
0,27522,332,80,9.2,30952,343,91,9.4,12,1,3,16,2,1
1,25149,353,92,9.0,21063,362,84,8.8,6,3,0,2,0,1
1,25505,322,92,8.6,25063,311,76,8.6,9,1,0,13,1,1
0,24951,315,87,9.2,24033,314,76,9.0,9,2,0,8,1,1
0,25972,343,72,9.2,27547,362,74,9.6,10,0,1,15,2,1
1,33521,358,71,9.6,24408,304,80,8.8,21,3,0,9,0,5
1,25616,289,78,9.0,25427,321,60,8.6,13,2,2,9,1,1
0,25388,314,93,8.8,28188,359,100,9.4,11,0,1,13,3,0
0,23569,341,80,8.8,27427,329,66,9.0,5,1,2,13,2,0
0,22870,273,76,8.4,33236,338,74,10.0,9,0,4,25,3,0
1,26661,384,66,9.4,25765,378,100,9.0,10,2,0,9,1,1
0,25501,318,69,9.0,30790,338,101,9.8,12,0,2,19,2,1
1,26666,336,84,9.2,24560,329,76,9.0,11,3,0,8,0,2
0,26194,415,108,9.6,26149,366,116,9.8,7,3,0,10,1,1
1,26334,368,99,9.6,22522,306,74,8.6,9,1,0,6,2,1
0,20667,288,68,8.4,26243,357,68,9.2,4,1,1,11,2,0
1,27216,315,75,9.2,24562,315,74,9.2,13,0,0,10,1,1
1,25291,308,79,8.8,27059,311,101,9.6,10,0,0,16,2,0
1,25578,255,76,8.8,27004,305,85,9.0,15,0,0,14,2,0
0,19098,253,57,7.8,29000,289,101,9.4,2,0,3,13,3,0
1,23615,359,84,9.0,23695,403,94,9.4,5,2,1,4,0,0
1,27186,322,53,10.0,26066,379,103,9.2,16,0,0,8,1,1
1,26212,353,59,9.0,24643,318,66,9.0,11,0,0,13,1,0
1,24814,338,100,9.4,25271,351,79,9.6,8,2,0,9,0,0
1,26838,345,82,9.2,27609,330,68,9.0,15,2,1,13,0,0
0,24414,331,82,8.6,27299,380,82,9.6,7,2,0,13,1,1
1,27120,363,83,9.8,20992,336,64,8.6,13,2,0,4,1,2
1,25471,310,76,8.6,32009,331,86,9.2,11,1,3,18,2,0
1,27649,397,92,9.6,23309,334,68,8.8,14,1,0,7,0,1
0,30010,324,84,9.2,28643,317,101,9.6,14,1,1,16,2,2
0,26990,334,95,8.8,25269,318,84,9.2,8,2,1,9,1,1
1,30301,358,94,9.2,26254,310,70,9.0,19,3,0,14,0,2
0,22838,332,73,8.6,28816,347,99,9.2,6,0,1,14,2,0
0,24945,348,84,9.2,28728,333,76,9.2,8,0,1,16,2,0
1,27927,384,71,9.6,24048,367,71,8.6,13,1,1,4,1,1
1,31393,403,109,10.2,22536,371,73,9.0,13,2,0,4,1,3
1,32242,330,92,9.8,25375,303,64,8.8,21,2,1,10,0,3
0,21124,315,66,8.6,27667,332,84,9.2,4,2,1,17,0,0
1,28275,365,123,10.0,26837,347,94,9.6,15,0,0,12,2,0
0,23503,308,68,8.8,24138,317,91,9.0,4,1,0,10,2,1
0,26820,382,110,9.4,25053,366,92,9.2,10,1,1,5,2,1
1,25713,304,69,9.0,26240,311,81,8.6,14,1,0,13,2,0
0,23852,372,87,9.0,28709,394,80,9.4,5,1,0,15,2,0
1,24809,353,69,9.0,28121,393,106,9.4,8,2,0,13,1,0
0,24050,328,64,8.6,27554,344,89,9.4,8,1,1,12,1,0
0,30018,310,82,9.6,26466,297,78,8.8,18,3,0,14,0,2
1,29844,354,98,9.4,26080,328,84,9.2,15,3,0,13,0,2
1,25274,318,85,9.0,26959,378,102,9.2,11,0,1,9,3,0
1,26008,353,60,9.0,24645,348,79,9.0,11,2,0,5,0,1
0,26802,383,76,9.4,28233,365,99,9.4,12,0,1,13,2,1
0,25793,292,84,9.2,25874,347,75,9.4,11,2,0,14,1,1
0,23578,377,72,9.2,24627,348,101,9.2,5,0,0,8,2,0
0,28543,337,79,9.4,26457,339,79,9.0,14,0,1,13,3,2
0,25786,337,65,9.0,27643,319,82,9.6,11,0,0,16,2,0
1,25285,343,79,9.0,22834,357,94,9.0,9,2,0,3,1,1
1,32917,320,84,9.4,26392,307,63,8.8,24,2,1,13,1,3
0,25729,354,108,9.4,24467,385,59,9.2,8,1,0,6,2,1
0,24706,315,60,8.4,35888,362,96,10.2,11,0,4,24,3,0
0,25333,367,91,9.6,27885,378,88,9.6,10,1,2,11,2,0
0,22553,341,89,8.8,34882,419,114,10.2,4,1,3,18,0,0
1,28666,352,108,9.8,25706,314,73,9.0,13,3,0,11,0,2
0,21914,305,63,8.6,29702,333,80,9.2,6,0,1,18,3,0
0,26354,348,77,9.2,28752,346,81,9.4,11,1,2,14,2,1
1,35522,288,86,9.0,32180,268,89,9.2,28,2,0,25,1,5
1,23960,292,83,8.8,24658,348,75,8.6,8,1,0,9,2,1
0,27104,263,78,8.4,30482,311,108,9.4,14,2,0,24,1,1
1,28587,299,74,9.2,26104,310,83,9.0,19,1,0,11,1,0
0,24353,318,110,8.8,25953,357,75,9.0,5,1,1,10,1,1
1,29046,380,71,9.2,26259,313,88,9.0,12,2,0,11,1,2
0,30614,313,88,9.2,23385,343,78,9.0,17,2,0,7,1,3
1,26484,348,88,9.2,24785,339,60,8.8,11,2,0,12,0,0
0,26811,343,88,9.4,26396,363,80,9.2,14,0,0,11,2,0
0,26818,333,96,9.6,23394,354,92,9.2,13,1,0,4,0,0
1,31625,355,104,9.8,22049,312,59,8.6,18,3,0,6,0,4
0,26232,347,77,9.0,30354,363,100,9.4,10,1,1,17,2,0
1,28870,308,75,9.2,25182,335,76,8.8,14,2,0,12,1,2
1,30577,308,105,9.2,23518,318,76,8.6,19,3,0,7,0,1
0,30911,343,99,9.4,23962,233,72,8.6,16,2,0,10,0,3
0,26261,329,64,9.2,28132,279,81,9.0,13,2,0,16,1,1
0,23041,309,76,9.0,25716,317,88,9.0,8,1,0,10,1,0
1,26581,372,79,9.0,24201,348,72,9.2,9,2,0,9,0,1
0,22521,233,88,8.6,32161,395,77,9.6,9,0,3,19,2,0
1,28023,341,108,9.8,26956,336,88,9.4,15,2,1,13,0,0
0,24371,326,61,8.8,27211,381,80,9.2,9,0,0,14,2,0
1,27309,388,94,9.6,25189,342,71,9.0,12,2,0,11,1,0
0,25310,315,62,8.8,28538,368,71,8.8,10,1,2,14,1,1
0,24229,329,69,9.0,27227,305,109,9.6,9,0,2,14,3,0
1,25829,304,67,8.6,26267,358,96,9.2,12,1,1,10,1,0
0,24565,311,68,8.8,28882,384,100,9.4,8,1,2,14,2,0
0,26087,337,84,8.6,27435,329,108,9.0,10,1,1,11,2,1
1,27379,331,104,9.2,23935,334,76,9.0,12,3,0,9,0,1
1,30396,317,84,9.2,27693,365,71,9.2,20,3,0,14,0,2
1,27277,386,98,9.6,28157,405,110,9.8,10,1,1,7,2,1
1,26171,349,79,9.2,25743,346,65,9.4,11,2,1,11,1,1
0,26073,326,92,9.2,28038,354,92,9.4,9,2,1,15,1,1
1,22457,374,81,8.8,26556,381,101,9.6,3,2,0,10,1,0
0,25611,315,85,9.2,25574,352,88,9.0,11,2,1,10,1,0
1,24602,314,90,9.0,25017,378,94,9.4,7,2,1,7,1,0
1,30260,339,87,9.4,26347,302,70,8.6,17,2,0,15,1,1
0,28190,381,85,9.6,24884,325,91,8.8,13,0,1,8,3,1
0,25812,369,70,9.0,28199,369,130,10.2,6,0,1,11,3,1
1,30032,371,66,9.4,24223,368,85,9.2,13,1,0,7,2,4
0,26297,322,79,9.0,25813,339,96,9.4,12,1,0,12,1,1
1,29725,376,73,9.0,24719,342,82,9.2,12,1,0,10,1,2
1,34827,403,102,9.6,19967,260,71,8.2,18,3,0,4,0,6
1,26323,349,120,9.6,23542,325,102,9.2,9,1,0,7,2,1
1,29496,372,81,9.6,19833,315,68,8.2,11,3,0,2,0,3
0,29370,376,104,9.6,24725,367,88,9.4,11,3,1,6,0,3
0,26584,334,93,9.2,25409,337,95,9.4,10,3,0,10,0,1
1,26183,323,76,8.6,27882,335,72,9.2,10,1,1,14,1,1
1,23293,298,87,9.2,26586,373,104,9.8,8,1,1,8,2,0
0,27866,395,86,9.6,24472,354,100,9.0,8,2,0,6,1,2
0,26184,302,75,9.0,30193,336,100,9.6,12,2,1,18,1,0
1,25552,281,75,9.2,31967,322,80,9.6,11,0,3,21,3,0
1,25946,377,80,9.2,24980,392,88,9.0,10,2,1,5,1,1
1,26491,385,84,9.2,24729,350,93,9.2,11,1,0,7,2,0
1,28169,387,68,9.2,27483,343,92,9.4,15,2,1,12,1,0
1,26852,270,54,9.0,27179,364,112,9.6,15,2,1,9,1,1
1,25829,320,87,9.4,24859,340,85,9.0,14,0,1,9,1,0
0,25642,326,87,8.8,30549,357,82,9.4,10,3,2,17,0,1
0,25584,328,74,9.0,24450,327,59,9.2,12,1,0,9,1,0
1,27663,315,81,9.2,27218,300,93,9.2,14,1,1,13,2,0
1,30431,390,102,9.6,21102,313,58,8.4,17,2,0,4,0,1
1,27112,342,63,9.4,25374,322,84,9.0,13,2,0,12,1,2
1,30478,375,134,10.0,23012,321,52,8.6,15,3,0,9,0,2
0,21976,284,53,7.8,31249,332,86,9.2,8,0,4,19,3,0
0,25267,290,70,8.2,32993,343,104,9.8,11,1,2,28,2,0
1,25565,338,110,9.4,25261,376,97,9.4,10,0,0,9,3,0
0,24866,357,95,9.4,25899,381,79,9.2,8,1,0,8,1,0
0,23163,304,72,8.6,28064,337,94,9.4,8,1,2,14,2,0
1,26830,352,80,9.0,24952,361,87,8.8,11,1,0,6,2,1
1,24446,297,83,8.8,27911,339,72,9.6,9,3,1,16,0,1
1,26977,367,78,9.4,27790,351,96,9.4,12,1,1,9,2,2
0,24057,368,86,9.2,26203,371,96,9.4,6,1,1,10,2,0
1,24821,334,80,9.0,21474,343,72,8.6,9,1,0,2,2,1
0,25285,355,73,9.2,26832,378,79,9.6,9,2,0,11,0,0
0,23559,375,71,9.2,26730,365,117,9.4,5,0,2,6,3,0
1,29870,364,84,9.4,23595,328,94,9.0,18,3,0,5,0,2
0,26694,345,76,9.6,27674,346,104,9.6,11,2,1,13,1,0
1,25806,374,80,9.4,24180,351,106,9.0,12,2,2,4,1,0
1,31652,318,88,9.4,22755,270,76,8.2,22,1,1,5,1,4
1,30262,370,90,9.6,24633,301,88,8.6,18,1,0,10,1,2
1,30583,341,113,10.2,25173,284,88,9.2,19,2,0,10,0,2
0,22042,340,79,8.8,27594,361,89,9.0,4,0,1,12,3,0
1,33093,361,89,10.2,22036,313,71,9.0,24,2,0,6,0,2
1,28065,345,93,9.2,22139,327,67,8.8,13,3,0,5,0,1
0,24130,334,88,8.8,26324,362,102,9.4,7,1,1,10,2,1
1,26952,329,99,9.2,22708,351,79,8.8,9,2,0,3,1,3
1,29607,384,93,9.4,24115,313,81,8.8,10,1,1,6,1,3
1,25906,300,88,9.4,24341,327,65,8.6,16,1,0,8,1,0
1,29382,384,86,9.6,24671,313,72,9.0,14,2,1,7,1,2
0,26120,370,84,9.0,29733,379,107,9.4,11,0,2,13,3,0
0,28030,322,66,8.8,23566,340,84,8.8,14,1,0,6,2,2
0,21978,322,47,8.2,30406,325,94,10.0,6,0,3,18,3,0
1,30398,348,82,9.4,26066,336,60,9.0,20,2,0,13,1,1
1,23459,336,72,8.8,23123,376,104,9.0,7,2,0,4,1,1
0,27475,351,85,9.6,29330,352,77,9.6,14,0,1,17,2,0
0,25059,319,72,9.2,26554,321,80,9.2,12,0,1,11,2,0
1,29895,364,80,9.6,21449,317,66,8.8,17,2,0,2,0,2
0,27059,347,58,9.2,27911,356,120,9.8,11,0,1,12,3,1
0,25248,330,88,9.4,25728,350,70,9.0,9,0,0,10,2,0
0,23001,380,88,8.8,26901,370,112,9.8,3,3,1,11,0,0
1,25817,350,79,9.2,21469,315,71,8.6,8,2,0,5,0,2
0,23182,339,85,8.8,29901,370,84,9.8,6,0,3,14,2,0
0,25771,359,75,8.8,24613,338,111,9.6,5,3,0,8,0,2
1,24630,395,82,9.2,25691,378,80,9.8,5,3,0,10,0,1
1,24434,347,103,9.0,27582,386,84,9.4,8,0,1,10,2,0
0,22606,265,104,8.6,27014,322,104,9.6,7,1,0,15,1,0
1,28167,355,77,9.4,27034,328,88,9.2,15,1,0,15,0,0
1,27599,368,82,9.2,23815,326,70,8.8,18,1,0,10,1,0
0,22677,324,62,8.4,31103,359,113,9.4,7,0,4,14,3,0
1,22702,350,96,9.4,24533,380,92,9.4,3,2,0,6,1,0
1,28871,407,81,9.6,21992,325,71,8.6,16,1,0,5,1,1
0,25157,254,69,8.2,35236,297,64,9.4,15,0,3,27,3,1
